Complex_id;Complex_name;subunits__UniProt_IDs
318;GAL3p/GAL80p complex;YDR009W,YML051W
319;mitochondrial inner membrane peptidase complex;YMR150C,YMR035W,YEL059C-A
320;H+-transporting ATPase, Golgi;YEL027W,YHR026W,YMR054W,YDL185W,YPL234C,YHR039C-A,YPR036W,YBR127C,YOR332W,YKL080W,YLR447C,YGR020C,YEL051W
321;nucleotide-excision repair factor 3 complex;YGR258C,YER171W,YLR005W,YIL143C,YDR311W,YPL122C,YPR056W
322;SBF complex;YER111C,YLR182W
323;Chs5p/Arf-1binding proteins (ChAPs);YDL192W,YMR237W,YKR027W,YOR299W,YLR330W,YJL099W
324;Ribosome-associated complex (RAC);YHR064C,YGR285C
325;Cdc28p/Clb4p complex;YBR160W,YLR210W
326;Lge1p/Bre1p complex;YPL055C,YDL074C
327;nuclear condensin complex;YBL097W,YFR031C,YLR086W,YDR325W,YLR272C
328;Far3p/Far7p/Far8p/Far9p/Far10p/Far11p complex;YLR238W,YNL127W,YMR052W,YFR008W,YMR029C,YDR200C
329;Fatty Acid Import Complex;YOR317W,YMR246W,YBR041W
330;LMA1 complex;YNL015W,YLR043C
331;OCA complex;YNL099C,YNL056W,YNL032W,YCR095C,YHL029C,YDR067C
332;Nfs1p/Isd11p complex;YER048W-A,YCL017C
333;Mlh1p/Mlh2p complex;YMR167W,YLR035C
334;translation release factor complex;YDR172W,YBR143C
335;mitochondrial pyruvate dehydrogenase complex;YNL071W,YFL018C,YER178W,YBR221C,YGR193C,YIL042C,YOR090C
336;Mps2p/Bbp1p complex;YPL255W,YGL075C,YLR457C
337;Sap185p/Sit4p complex;YJL098W,YDL047W
338;SLIK (SAGA-like) complex;YDR448W,YER164W,YGR252W,YPL254W,YDR176W,YGL252C,YGL066W,YOL148C,YDR392W,YBR081C,YDR167W,YDR145W,YBR198C,YGL112C,YMR236W,YHR099W,YMR223W
339;mRNA cleavage factor complex (CFI);YOR250C,YOL123W,YDR228C,YMR061W,YGL044C
340;Cdc28p/Clb2p complex;YBR160W,YPR119W
341;peroxin docking complex;YLR191W,YGL153W,YNL214W
342;Succinyl-CoA ligase;YOR142W,YGR244C
343;Fth1p/Fet5p complex;YFL041W,YBR207W
344;Met4p/Met28p/Met32p complex;YIR017C,YDR253C,YNL103W
345;Mtr2p/Mex67p complex;YPL169C,YKL186C
346;ISW1a complex;YFR013W,YBR245C
347;transcription factor TFIIA complex;YOR194C,YKL058W
348;Mot1p complex;YPL082C,YER148W
349;cytoplasmic ribosomal small subunit;YMR116C,YGR214W,YLR048W,YOR293W,YMR230W,YDR025W,YBR048W,YOR369C,YDR064W,YCR031C,YJL191W,YOL040C,YMR143W,YDL083C,YML024W,YDR447C,YDR450W,YML026C,YOL121C,YNL302C,YLR441C,YML063W,YGL123W,YHL015W,YKR057W,YJL136C,YJL190C,YLR367W,YGR118W,YPR132W,YER074W,YIL069C,YGR027C,YLR333C,YGL189C,YER131W,YKL156W,YHR021C,YOR167C,YLR264W,YLR388W,YDL061C,YNL178W,YLR287C-A,YOR182C,YLR167W,YJR145C,YHR203C,YJR123W,YPL090C,YBR181C,YOR096W,YNL096C,YBL072C,YER102W,YPL081W,YBR189W
350;Rtg1p/Rtg3p complex;YOL067C,YBL103C
351;glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex;YPL096C-A,YGR216C,YNL038W,YDR437W,YPL076W,YPL175W
352;phosphatidylinositol (PtdIns) 3-kinase complex (functions in CPY sorting);YBR097W,YPL120W,YLR240W,YLR360W
353;Ino2p/Ino4p basic helix-loop-helix heteromeric complex;YDR123C,YOL108C
354;Sec61p translocon complex;YER087C-B,YLR378C,YDR086C
355;Ubp3p/Bre5p complex;YNR051C,YER151C
356;Protein O-mannosyltransferase(Pmt1p/Pmt2p);YDL095W,YAL023C
357;ESCRT III complex;YKL002W,YLR025W,YMR077C,YKL041W
358;Mgm1p/Ugo1p/Fzo1p complex;YBR179C,YOR211C,YDR470C
359;Erv41p/Erv46p complex;YML067C,YAL042W
360;ISW1b complex;YLR095C,YMR044W,YBR245C
361;HOPS complex;YLR148W,YMR231W,YDL077C,YPL045W,YLR396C,YDR080W
362;1,3-beta-glucan synthase complex (Gsc2p/Smk1p);YGR032W,YPR054W
363;Fig4p/Vac14p complex;YNL325C,YLR386W
364;19/22S regulator;YDR363W-A,YHL030W,YFR010W,YGR232W,YHR027C,YHR200W,YFR004W,YFR052W,YLR421C,YIL075C,YER021W,YDL147W,YDL097C,YPR108W,YOR261C,YDR427W,YKL145W,YDL007W,YDR394W,YOR259C,YOR117W,YGL048C
365;Sod1p/Ccs1p complex;YMR038C,YJR104C
366;Sds22p/Glc7p complex;YKL193C,YER133W
367;Cdc42p/Ste20p complex;YLR229C,YHL007C
368;RecQ helicase-Topo III complex;YPL024W,YMR190C,YLR234W
369;Pho85p/Pcl1p complex;YNL289W,YPL031C
370;Snf1p/Snf4p/Sip2p complex;YGL208W,YDR477W,YGL115W
371;polarisome complex;YLR319C,YER149C,YLL021W
372;Geranylgeranyltransferase II (GGTase II);YPR176C,YJL031C
373;RNA polymerase I upstream activating factor complex;YBL025W,YLR141W,YMR270C,YOR295W,YBR010W,YBR009C
374;AP-3 adaptor complex;YPL195W,YGR261C,YBR288C,YJL024C
375;mitochondrial outer membrane translocase complex;YGR082W,YNL131W,YMR203W,YPR133W-A,YOR045W,YNL070W,YNL121C
376;COMPASS complex;YLR015W,YDR469W,YHR119W,YBR258C,YPL138C,YAR003W,YKL018W,YBR175W
377;signal recognition particle receptor complex;YDR292C,YKL154W
378;UTP B complex;YLR129W,YCR057C,YDR449C,YLR222C,YJL069C,YLR409C
379;anthranilate synthase complex;YER090W,YKL211C
380;Ctf3p protein complex;YLR381W,YPR046W,YJR135C
381;Sum1p/Rfm1p/Hst1p complex;YOL068C,YOR279C,YDR310C
382;Ntr1p/Ntr2p/Prp43p complex;YLR424W,YKR022C,YGL120C
383;Rix1p complex;YHR085W,YNL182C,YHR197W
384;RNA polymerase I transcription factor complex;YML043C,YBL014C,YJL025W
385;mitochondrial inner membrane presequence translocase complex;YNR017W,YJL104W,YLR008C,YJL143W,YGR033C,YPL063W
386;U1 snRNP complex;YER029C,YGR074W,YLR275W,YLR147C,YOR159C,YFL017W-A,YPR182W,YDL087C,YBR119W,YHR086W,YML046W,YKL012W,YDR235W,YIL061C,YDR240C,YGR013W,YLR298C
387;dynactin complex;YHR129C,YDR106W,YMR294W,YPL174C
388;Aurora B-INCENP protein kinase complex;YPL209C,YBR156C
389;signalosome complex;YMR025W,YJR084W,YDR179C,YIL071C,YDL216C,YOL117W
390;Png1p/Rad23p complex;YPL096W,YEL037C
391;CBF3 complex;YGR140W,YMR168C,YMR094W,YDR328C
392;Swh1p/Nvj1p complex;YHR195W,YAR042W
393;HMC Complex;YMR186W,YCL037C,YBL075C,YNL064C
394;TRAMP complex (Air1p);YIL079C,YJL050W,YOL115W
395;calcineurin complex;YML057W,YLR433C,YKL190W
396;Gac1p/Glc7p complex;YOR178C,YER133W
397;Pho85p/Pcl2p complex;YDL127W,YPL031C
398;eIF2B;YOR260W,YGR083C,YDR211W,YLR291C,YKR026C
399;Dop1p/Mon2p complex;YDR141C,YNL297C
400;mitochondrial ribosomal small subunit;YDR347W,YDL045W-A,YGR084C,YKL003C,YPR166C,YBL090W,YHL004W,YPL118W,YPL013C,YMR188C,YNL306W,YDR337W,YGR165W,YBR251W,YMR158W,YBR146W,YNL137C,YOR158W,YHR075C,YDR041W,YER050C,YNR037C,YKL155C,YGL129C,YDR175C,YIL093C,YJR101W,YGR215W,YJR113C,Q0140,YFR049W,YNL081C
401;Nem1p/Spo7p complex;YHR004C,YAL009W
402;monopolin complex;YDR439W,YER106W,YCR086W,YPL204W
403;CURI complex;YOR039W,YLR223C,YCL031C,YGR090W
404;luminal surveillance complex;YLR207W,YJL034W,YDR057W
405;ubiquitin ligase ERAD-M complex;YOL013C,YLR207W
406;Tap42p/Pph21p/Rrd2p complex;YMR028W,YDL134C,YPL152W
407;Dsl1p complex;YNL258C,YGL145W,YDR498C,YLR440C,YGL098W,YOR075W
