Complex_id;Complex_name;subunits__UniProt_IDs
431;MSH2-MSH6-PMS2-MLH1 complex;P40692,P43246,P52701,P54278
432;N-NOS-CHIP-HSP70-1 complex;P08107,P29475,Q9UNE7
433;BASC complex BRCA1-associated genome surveillance complex;Q13315,P54132,P38398,P40692,P49959,P43246,P52701,O60934,Q92878,P35251,P35250,P35249
434;BASC Ab 80 complex BRCA1-associated genome surveillance complex;P54132,P38398,P40692,P43246,P52701,P35251,P35250,P35249
435;BASC Ab 81 complex BRCA1-associated genome surveillance complex;Q13315,P38398,P40692,P35251,P35250,P35249
436;BASC Ab C-20 complex BRCA1-associated genome surveillance complex;P38398,P52701,Q92878
438;GCN5-TRRAP histone acetyltransferase complex;P38398,Q92830,P43246,P52701,O75486,O75528,Q12962,O75529,Q16594,Q9Y4A5
441;TFTC-type histone acetyl transferase complex;P03372,Q92830,Q15648,Q93074,Q9UHV7,O60244,Q9Y2X0,Q9NVC6,Q9ULK4,O75448,Q9Y4A5
443;BP-SMAD complex;O14867,P19447,O95452,Q13118,P50539,P17980,O15198,Q15582
445;TFTC complex TATA-binding protein-free TAF-II-containing complex;O15265,Q92830,Q15393,O75486,O75528,Q12962,Q16514,Q6P1X5,O00268,Q15542,O75529,P49848,Q9Y6J9,Q15545,Q16594,Q9Y4A5
455;TFTC complex TATA-binding protein-free TAF-II-containing complex;O15265,Q92830,Q15393,O75486,O75528,Q12962,Q16514,Q6P1X5,O00268,Q15542,O75529,P49848,Q9Y6J9,Q15545,Q16594,Q9Y4A5
456;TFTC complex TATA-binding protein-free TAF-II-containing complex;O15265,Q92830,Q15393,O75486,O75528,Q12962,Q16514,Q6P1X5,O00268,Q15542,O75529,P49848,Q9Y6J9,Q15545,Q16594,Q9Y4A5
459;TFTC complex TATA-binding protein-free TAF-II-containing complex;O15265,Q92830,Q15393,O75486,O75528,Q12962,Q16514,Q6P1X5,O00268,Q15542,O75529,P49848,Q9Y6J9,Q15545,Q16594,Q9Y4A5
460;CRB1-MPP5-INADL complex;P82279,Q8NI35,Q8N3R9
461;MPP4-MPP5-CRB1 complex;P82279,Q96JB8,Q8N3R9
462;TFTC complex TATA-binding protein-free TAF-II-containing complex;O15265,Q92830,Q15393,O75486,O75528,Q12962,Q16514,Q6P1X5,O00268,Q15542,O75529,P49848,Q9Y6J9,Q15545,Q16594,Q9Y4A5
463;TFIID-beta complex;P21675,Q12962,Q15544,Q16514,Q15543,O00268,Q15542,P49848,Q15545,Q16594,P20226
466;Gamma-secretase complex APH1A	 PSEN1	 PSENEN	 NCSTN;Q96BI3,Q92542,P49768,Q9NZ42
467;Gamma-secretase complex APH1B	 PSEN2	 PSENEN	 NCSTN;Q8WW43,Q92542,P49810,Q9NZ42
468;Gamma-secretase complex APH1A	 PSEN2	 PSENEN	 NCSTN;Q96BI3,Q92542,P49810,Q9NZ42
469;TFIID-beta complex;P21675,Q12962,Q15544,Q16514,Q15543,Q6P1X5,O00268,Q15542,P49848,Q15545,Q16594,P20226
470;TFTC complex TATA-binding protein-free TAF-II-containing complex;O15265,Q92830,Q15393,O75486,O75528,Q12962,Q16514,Q15543,Q6P1X5,O00268,Q15542,O75529,P49848,Q9Y6J9,Q15545,Q16594,Q9Y4A5
471;PCAF complex;Q92831,O75486,O75478,O75528,Q12962,Q16514,O75529,Q9Y6J9,Q16594,Q9Y4A5
472;Prolyl 4-hydroxylase alphaI-type;P13674,P07237
474;Prolyl 4-hydroxylase alphaIII-type;Q7Z4N8,P07237
475;STAGA complex SPT3-TAF9-GCN5 acetyltransferase complex;Q92830,Q15393,O75486,O94864,Q96BN2,O75528,Q12962,Q16514,O75529,Q9Y6J9,Q16594,Q9Y4A5
476;STAGA complex SPT3-TAF9-GCN5 acetyltransferase complex;O15265,Q92830,Q15393,O75486,O94864,Q96BN2,O75528,Q12962,Q16514,O75529,Q9Y6J9,Q16594,Q9Y4A5
477;PCAF complex;Q92831,O75486,O75478,O75528,Q12962,Q16514,O75529,Q9Y6J9,Q16594,Q9Y4A5
478;STAGA core complex SPT3-TAF9-GCN5 acetyltransferase complex;Q92830,O75486,Q16594
484;TFIID complex;P21675,Q12962,Q15544,Q16514,Q15543,O00268,Q15542,P49848,Q15545,Q16594,P20226
485;TFIID complex	 B-cell specific;P21675,Q12962,Q15544,Q16514,Q15543,O00268,Q92750,Q15542,P49848,Q15545,Q16594,P20226
486;WIP-WASp-actin-myosin-IIa complex;P62736,P19105,P35579,P60660,P42768,O43516
489;TFIIA complex;P52655,P52657
490;TFIIA complex;P52655,P52657
492;DA complex;P52655,P52657,P21675,Q12962,Q15544,Q16514,Q15543,Q6P1X5,Q5VWG9,O00268,Q15542,P49848,Q15545,Q16594,P20226
493;DAB complex;P52655,P52657,Q00403,P21675,Q12962,Q15544,Q16514,Q15543,Q6P1X5,Q5VWG9,O00268,Q15542,P49848,Q15545,Q16594,P20226
497;TAF4-TAF12 subcomplex of TFIID complex;Q16514,O00268
508;TFIID complex;P21675,Q12962,Q15544,Q16514,O00268,Q15542,P49848,Q15545,Q16594,P20226
509;TFIID complex;P21675,Q12962,Q15544,Q16514,Q15543,Q92804,O00268,Q15542,P49848,Q15545,Q16594,P20226
513;TFTC complex TATA-binding protein-free TAF-II-containing complex;O15265,Q92830,Q15393,O75486,O75528,Q12962,Q16514,Q6P1X5,O00268,Q15542,O75529,P49848,Q9Y6J9,Q15545,Q16594,Q9HBM6,Q9Y4A5
514;TFIID-beta complex;P21675,Q12962,Q15544,Q16514,Q15543,O00268,Q15542,P49848,Q15545,Q16594,Q9HBM6,P20226
517;Kinase-scaffold-phosphatase complex	 PKA-AKAP79-CaN;P24588,Q08209,P13861
518;AKAP250-PKA-PDE4D complex;Q02952,Q08499,P17612,P22694,P22612
519;AMY-1-S-AKAP84-RII-beta complex;Q92667,Q99417,P31323
520;KCNQ1 macromolecular complex;Q99996,P51787,P62136,P62140,P36873,P17612,P22694,P22612,P13861,P31323
521;Polycystin-1-E-cadherin-beta-catenin complex;P12830,P35222,P98161
522;Polycystin-1-E-cadherin-beta-catenin-Flotillin-2 complex;P12830,P35222,Q14254,P98161
525;TIP60 histone acetylase complex;O96019,Q92993,Q9Y265,Q9Y230,Q9Y4A5
527;TRPC3-TRPC4 channel complex	 redox-sensitive;Q13507,Q9UBN4
528;NuA4/Tip60 HAT complex;O96019,Q9H0E9,Q9HAF1,Q9NPF5,Q96L91,Q9H2F5,Q92993,Q9NXR8,Q9UBU8,Q15014,Q9NV56,Q9Y265,Q9Y230,Q9Y4A5,O95619
529;NuA4/Tip60 HAT complex;O96019,Q9H0E9,Q9HAF1,Q9NPF5,Q96L91,Q9H2F5,Q92993,Q9NXR8,Q9UBU8,Q15014,Q9NV56,Q9Y265,Q9Y230,Q9Y4A5,Q15906,O95619
531;XPA-ERCC1-ERCC4 complex;P07992,Q92889,P23025
533;IMP3-IMP4-MPP10 complex;Q9NV31,Q96G21,O00566
535;TRAP complex;P24863,Q15648,Q9BTT4,Q93074,Q9UHV7,O60244,Q9Y2X0,Q9NVC6,Q13503,O75448,Q6P2C8,Q9Y3C7,Q9NPJ6,O75586,P10827,Q9Y2W1
536;TRPC1-TRPC3-TRPC7 complex;P48995,Q13507,Q9HCX4
541;IGF1-IGFBP3-ALS complex;P05019,P35858,P17936
547;SMCC complex;P24863,P49336,Q15648,Q93074,Q9UHV7,O60244,Q9Y2X0,Q9NVC6,Q13503,O75448,Q6P2C8,Q9NPJ6,O75586,Q9Y2W1
548;DRIP complex;Q15648,Q93074,Q9UHV7,O60244,Q9Y2X0,Q9NVC6,Q9ULK4,O75448,O95402,Q9NPJ6,O75586,O43513,P28702,P11473
549;DRIP complex;Q15648,Q93074,Q9UHV7,O60244,Q9Y2X0,Q9NVC6,Q9ULK4,O75448,O95402,Q9NPJ6,O75586,O43513,P28702,P11473
550;NOS3-CAV1-NOSTRIN complex;Q03135,P29474,Q8IVI9
551;TDT-TDIF2-core-histone complex;P04053,Q5QJE6,O75367,Q9P0M6
552;IFNB1-IFNAR1-IFNAR2- complex;P17181,P48551,P01574
553;RHOA-IP3R-TRPC1 complex;Q14643,P61586,P48995
554;PBAF complex Polybromo- and BAF containing complex;O96019,Q68CP9,Q86U86,P51532,Q12824,Q92922,Q8TAQ2,Q96GM5,Q92925,Q969G3
555;BAF complex;O96019,O14497,P51532,Q12824,Q92922,Q8TAQ2,Q96GM5,Q92925,Q969G3
556;PBAF complex Polybromo- and BAF containing complex;O96019,Q68CP9,Q86U86,P51532,Q12824,Q92922,Q8TAQ2,Q96GM5,Q969G3
557;TRP1-G alpha-11-IP3R3-CAV1 signaling complex;Q03135,P29992,Q14573,P48995
558;Channel complex TRPM6-TRPM7;Q9BX84,Q96QT4
559;Decapping complex;Q9NPI6,Q8IU60,P26196,Q96F86,Q6P2E9
561;LSm1-7 complex;O15116,Q9Y333,P62310,Q9Y4Z0,Q9Y4Y9,P62312,Q9UK45
562;LSm2-8 complex;Q9Y333,P62310,Q9Y4Z0,Q9Y4Y9,P62312,Q9UK45,O95777
563;F1F0-ATP synthase EC 3.6.3.14	 mitochondrial;P25705,P06576,P36542,P30049,P56381,P24539,P05496,O75947,P56385,P18859,P56134,O75964,P48047,Q6IAQ7,P00846,P03928
564;BAF complex;O96019,O14497,Q12824,Q92922,Q8TAQ2,Q969G3,P51531,P51532,Q96GM5,Q92925,Q6STE5
565;PBAF complex Polybromo- and BAF containing complex;O96019,Q68CP9,Q86U86,P51532,Q12824,Q92922,Q8TAQ2,Q969G3,Q96GM5,Q92925,Q6STE5
566;BAF complex;P60709,O96019,O14497,P51532,Q12824,Q92922,Q8TAQ2,Q969G3,Q96GM5,Q92925,Q6STE5
570;p300-CBP-p270-SWI/SNF complex;O14497,Q92793,Q09472,P51532,Q12824,Q92922,Q8TAQ2
571;p300-CBP-p270 complex;O14497,Q92793,Q09472
575;ABIN2-NFKB1-MAP3K8 complex;P41279,P19838,Q8NFZ5
577;FHL2-p53-HIPK2 complex;Q14192,Q9H2X6,P04637
585;Mi2/NuRD-BCL6-MTA3 complex;P41182,Q14839,Q13547,O95983,Q9BTC8
587;NuRD.1 complex;Q14839,Q6IT96,Q92769,O95983,Q13330,Q9BTC8,Q09028,Q16576
591;SAP complex Sin3-associated protein complex;Q4LE39,Q13547,Q92769,Q09028,Q16576,Q9H0E3,O75446,Q96ST3
592;SAP complex Sin3-associated protein complex;Q4LE39,Q13547,Q92769,Q09028,Q16576,Q9H0E3,O75446,Q96ST3,Q9H7L9
595;Kv4.2-DPP10 channel complex;Q8N608,Q9NZV8
596;SIN3-HDAC-SAP30-ARID4 complex;Q4LE39,Q13547,Q92769,Q09028,Q16576,O75446,Q96ST3
605;TIM TIMM17ab	 TIMM23	 TIMM44 complex	 mitochondrial;Q99595,O60830,O14925,O43615
610;MSL complex;Q7Z3B3,Q9HCI7,Q8N5Y2,Q9H7Z6
612;CTF18-CTF8-DCC1 complex;Q8WVB6,Q8WV66,Q9BVC3
613;CTF18-CTF8-DCC1-RFC3 complex;Q8WVB6,Q8WV66,Q9BVC3,P40938
614;NRD complex Nucleosome remodeling and deacetylation complex;O60341,Q12873,Q14839,Q13547,Q92769,Q13330,Q09028
615;Ubiquitin E3 ligase SKP1A	 SKP2	 CUL1;Q13616,P63208,Q13309
617;CASK-LIN7C-APBA1 complex;Q02410,O14936,Q9NUP9
618;MRN complex MRE11-RAD50-NBN complex;P49959,O60934,Q92878
619;MRE11A-RAD50-NBN-TRF2 complex;P49959,O60934,Q92878,Q15554
620;CoREST-HDAC complex;O60341,Q13547,Q92769,Q9P0W2,Q96BD5,Q9UKL0,O75362
621;AKAP250-PKA-PDE4D complex;Q02952,Q08499,P17612,P22694,P22612
622;Ubiquitin E3 ligase VHL	 TCEB1	 TCEB2	 CUL2;Q13617,Q15369,Q15370,P40337
623;TIM TIMM9	 TIMM10 complex	 mitochondrial;P62072,Q9Y5J7
624;LSD1-CoREST complex;O60341,Q9UKL0
626;LSD1 complex;O60341,Q13363,Q13547,Q9NP66,Q9P0W2,P08107,Q96BD5,Q96EK2,Q9UKL0,Q9P2K3,Q92766,Q9UBW7,O75362
627;MRN-TRRAP complex MRE11A-RAD50-NBN-TRRAP complex;P49959,O60934,Q92878,Q9Y4A5
629;BLM-TRF2 complex;P54132,P62380
631;Tacc1-chTOG-AuroraA  complex;O14965,Q14008,O75410
632;Anti-HDAC2 complex;O60341,Q12873,Q14839,Q14687,P78347,Q13547,Q92769,Q9P0W2,Q13330,O94776,Q96BD5,Q09028,Q16576,Q9UKL0,Q9UBW7,Q14202,Q96ST3,O75182
633;anti-BHC110 complex;O60341,Q14687,P78347,Q13547,Q92769,Q9P0W2,Q96BD5,Q9UKL0,Q9UBW7,Q14202,O75362
634;XFIM complex;O60341,P78347,Q13547,Q92769,Q14202
635;AGPS-GNPAT complex;O00116,O15228
636;BHC complex;O60341,Q13547,Q92769,Q9P0W2,Q96BD5,Q9UKL0
639;RANBPM-Muskelin-TWA1-HSMpp8 complex;Q9NWU2,Q9UL63,Q99549,Q96S59
641;RANBPM-SMP1 complex;Q96S59,O95807
642;CtBP complex;O60341,O00257,Q9Y232,Q13363,P56545,Q9H9B1,Q96KQ7,Q13547,Q92769,Q96JN0,Q9UKL0,Q9P2K3,Q92766,P37275,O60315,O75362,Q92618
643;CtBP core complex;O60341,Q13363,P56545,Q9H9B1,Q96KQ7,Q13547,Q92769,Q9UKL0,P37275
644;ASPP1-SAM68 complex;Q07666,Q96KQ4
646;HDAC1-associated protein complex;O60341,Q12873,Q13547,Q9UBB5,O95983,O94776,Q09028,Q16576,Q9UKL0
648;HDAC1-associated core complex cI;O60341,Q13547,Q9UKL0
649;HDAC1-associated core complex cII;Q12873,Q13547,Q9UBB5,O95983,O94776,Q09028,Q16576,Q9UKL0,Q86YP4,Q8WXI9
650;HDAC2-asscociated core complex;Q12873,Q92769,O95983,O94776,Q09028,Q16576,Q86YP4,Q8WXI9
652;AP3-BLOC1 complex;O00203,Q13367,O14617,Q9Y2T2,P53677,Q92572,P59780,P78537,Q6QNY1,Q6QNY0,Q9NUP1,Q96EV8,Q8TDH9,Q9UL45,O95295
654;BLOC1-BLOC2 complex;P78537,Q6QNY1,Q6QNY0,Q9NUP1,Q96EV8,Q969F9,Q9UPZ3,Q86YV9,Q8TDH9,Q9UL45,O95295
655;HSF1-HSF2 complex;Q00613,Q03933
656;VPS35-VPS29-VPS26A complex;O75436,Q9UBQ0,Q96QK1
657;Retromer complex SNX1	 SNX2	 VPS35	 VPS29	 VPS26A;Q13596,O60749,O75436,Q9UBQ0,Q96QK1
659;MeCP1 complex;Q14839,Q8WXI9,Q13547,Q92769,Q9UBB5,O95983,O94776,Q09028,Q16576
660;TIM TIMM23	 TIMM50 complex	 mitochondrial;O14925,Q3ZCQ8
668;BKCA-beta2AR-AKAP79 signaling complex;P07550,P24588,Q12791
672;BKCA-beta2AR complex;P07550,Q12791
678;GINS complex;Q14691,Q9Y248,Q9BRX5,Q9BRT9
680;RANBMP-CD39 complex;P49961,P43487
681;C-CFTR2-NHERF-ezrin complex;P13569,P15311,O14745
682;C-CFTR-NHERFPDZ1 domain-ezrin complex;P13569,P15311,O14745
683;C-CFTR-NHERFPDZ2 domain-ezrin complex;P13569,P15311,O14745
684;PAX9-MSX1 complex;P28360,P55771
685;MeCP1 complex;Q14839,Q8WXI9,Q13547,Q92769,Q9UBB5,O95983,O94776,Q09028,Q16576
687;CFTR-NHERF-beta2AR signaling complex;P07550,P13569,O14745
691;SIN3-SAP25 complex;Q4LE39,Q13547,Q92769,Q09028,Q16576,Q9H0E3,O00422,Q1EHW4,O75446,Q96ST3,Q9H7L9
695;SIN3-HDAC-SAP30-ARID4 complex;Q4LE39,Q13547,Q92769,Q09028,Q16576,O75446,Q96ST3
696;BRMS1-SIN3-HDAC complex;Q9HCU9,Q13547,Q92769,Q09028,Q16576,O75446,Q96ST3,O75182
697;BRMS1-RBP1 complex;Q4LE39,Q9HCU9
698;SIN3-HDAC-SAP30-ARID4 complex;Q4LE39,Q13547,Q92769,Q09028,Q16576,O75446,Q96ST3
702;ARD1-NATH complex;Q9BXJ9,P36406
705;SNARE complex RINT1	 ZW10	 p31;P48556,Q6NUQ1,O43264
706;SNARE complex HGS	 SNAP25	 STX13;O14964,P60880,Q86Y82
707;SNARE complex VAMP2	 SNAP25	 STX13;P60880,Q86Y82,P63027
710;Brg1-associated complex I;O96019,O14497,O14744,P51532,Q12824,Q92922,Q8TAQ2,Q969G3,Q96GM5,Q92925,Q6STE5
711;Brm-associated complex;O96019,O14497,O14744,P51531,Q12824,Q92922,Q8TAQ2,Q969G3,Q96GM5,Q92925,Q6STE5
713;BRG1-SIN3A complex;O96019,O14497,Q92769,O14744,Q09028,Q96ST3,P51532,Q12824,Q92922,Q8TAQ2,Q96GM5,Q92925,Q6STE5,Q969G3
714;BRM-SIN3A complex;O96019,O14497,Q13547,Q92769,O14744,Q09028,Q96ST3,P51531,Q12824,Q92922,Q8TAQ2,Q96GM5,Q92925,Q6STE5,Q969G3
720;PU.1-SIN3A-HDAC complex;Q13547,Q96ST3,P17947
721;PU.1-TBP complex;P17947,P20226
722;MRG15-PAM14-RB complex;Q9UBU8,Q9Y605,P06400
723;MAF1 complex;Q9UBU8,Q9Y605,P06400
724;MAF2 complex;Q9UBU8,Q9H7Z6
725;P2X7 receptor signalling complex;P60709,O43707,P08238,P08107,P11142,P05107,Q16787,Q13368,Q64663,P42356,P23467,O95425
726;DDB2 complex;P61201,Q9UNS2,Q9BT78,Q92905,Q7L5N1,Q99627,Q13619,Q16531,Q92466,Q13098,P62877,Q9UBW8,Q9H9Q2
727;CSA complex;P61201,Q9UNS2,Q9BT78,Q92905,Q7L5N1,Q99627,Q13619,Q16531,Q13216,Q13098,P62877,Q9UBW8,Q9H9Q2
728;CSA-POLIIa complex;P61201,Q9UNS2,Q9BT78,Q92905,Q7L5N1,Q99627,Q13619,Q16531,Q13216,Q13098,P24928,P62877,Q9UBW8,Q9H9Q2
729;Ubiquitin E3 ligase FBXO31	 SKP1A	 CUL1	 RBX1;Q13616,Q5XUX0,P62877,P63208
730;SNARE complex STX4	 SNAP23	 VAMP1;O00161,Q12846,P23763
731;SNARE complex STX4	 SNAP23	 VAMP2;O00161,Q12846,P63027
732;SIN3 complex;Q13547,Q92769,Q09028,Q16576,O00422,O75446,Q96ST3
733;SNARE complex STX4	 VAMP1	 VAMP7;Q12846,P23763,P51809
738;SIN3-ING1b complex I;Q4LE39,Q13547,Q92769,Q9UK53,Q09028,Q16576,O00422,O75446,Q96ST3
739;SIN3-ING1b complex II;O96019,O14497,Q4LE39,Q13547,Q92769,Q9UK53,Q09028,Q16576,O00422,O75446,Q96ST3,P51532,Q12824,Q92922,Q8TAQ2,Q96GM5
740;Exon junction complex	 EIF4A3-MLN51-MAGOH-Y14 RNA-protein complex;O15234,P38919,P61326,Q9Y5S9
741;NCOR-HDAC3 complex;Q13227,O15379,O75376,O60907,Q9BZK7
742;eIF3 complex EIF3S6	 EIF3S5	 EIF3S4	 EIF3S3	 EIF3S6IP	 EIF3S2	 EIF3S9	 EIF3S12	  EIF3S10	 EIF3S8	  EIF3S1	 EIF3S7;Q14152,P55884,Q99613,O15371,P60228,Q9Y262,O00303,O75821,O15372,Q13347,O75822,Q9UBQ5
743;SIN3-SAP25 complex;Q4LE39,Q13547,Q92769,Q09028,Q16576,Q9H0E3,O00422,Q1EHW4,O75446,Q96ST3,Q9H7L9
744;Exon junction complex EIF4A3-MLN51-MAGOH-Y14;O15234,P38919,P61326,Q9Y5S9
745;NCOR-SIN3-RPD3 complex;Q92769,Q9Y618,Q96ST3,O75182
746;C/EBPalpha-HNF6 complex;P49715,Q9UBC0
747;NCOR-SIN3-HDAC1 complex;Q13547,Q9Y618,Q96ST3
748;TRAF6-TAK1 complex;O43318,Q9Y4K3
749;MeCP2-SIN3A-HDAC complex;Q13547,Q92769,P51608,Q96ST3
752;SMRT core complex;O15379,Q9Y618,O60907
753;UTM-SGCE-DAG1-CAV1-NOS3 complex;Q03135,Q14118,P29474,O43556,P46939
754;Exon junction complex EIF4A3-MLN51-UPF3B-MAGOH-Y14;O15234,P38919,P61326,Q9Y5S9,Q0VAK7
755;Exon junction complex F4A3-MLN51-UPF3B-MAGOH-Y14-PYM;O15234,P38919,P61326,Q9Y5S9,Q0VAK7,Q9BRP8
756;Prune-Gelsolin complex;P06396,Q86TP1
757;Prune-GSK3beta complex;P49841,Q86TP1
758;Prune/Nm23-H1 complex;P15531,Q86TP1
760;Apoptosis- and splicing-associated protein complex ASAP-L	 SAP18-RNPS1-Acinus-L;Q9UKV3,Q15287,O00422
761;Apoptosis- and splicing-associated protein complex ASAP-S	 SAP18-RNPS1-Acinus-S;Q9UKV3,Q15287,O00422
763;Y14-Magoh complex;P61326,Q9Y5S9
764;Dysferlin-affixin complex;O75923,Q9HBI1
769;Exon junction complex EIF4A3-MLN51-MAGOH-Y14	  RNA-protein complex;O15234,P38919,P61326,Q9Y5S9
770;TREX complex;Q13838,Q96FV9,Q8NI27,Q96J01,Q86V81,Q13769,Q86W42,Q6I9Y2
771;NDPKA-AMPKalpha1 complex;P15531,Q13131
772;eIF4AIII-Btz complex;O15234,P38919
773;Y14-Magoh complex;P61326,Q9Y5S9
774;THO complex;Q96FV9,Q8NI27,Q13769,Q86W42,Q6I9Y2
775;CBC complex cap binding complex;Q09161,P52298
778;LARC complex LCR-associated remodeling complex;P60709,O96019,O14497,Q14839,Q92785,Q8WXI9,Q13547,Q92769,P07910,Q9UBB5,O95983,O94776,Q09028,P51532,Q12824,Q92922,Q8TAQ2,Q92925,Q969G3
781;URI complex Unconventional prefoldin RPB5 Interactor;Q13616,Q9UHV9,P19388,O94763,Q9Y265,Q9Y230,P63208,Q13309,Q9ULZ2
783;ITCH-FAM/USP9x complex;Q96J02,Q93008
784;SMG-1-Upf1-eRF1-eRF3 complex SURF;P62495,Q96Q15,Q92900,P15170,Q8IYD1
785;Exon junction complex;Q13838,P38919,P61326,Q9Y5S9,Q15287,Q8IYB3,Q86V81,Q9BZI7
786;MR-UBC9-SRC1 complex;Q15788,P08235,Q08209
787;NuA4/Tip60-HAT complex B;O96019,Q9NPF5,Q9H2F5,Q92993,Q9UBU8,Q9Y265,Q9Y230,Q9Y4A5
788;Exosome;Q9Y2L1,Q9Y3B2,Q13868,Q9NQT5,Q9NPD3,Q9NQT4,Q5RKV6,Q15024,Q96B26,Q06265
789;Exosome;Q9Y2L1,Q9Y3B2,Q01780,Q13868,Q9NQT5,Q9NPD3,Q9NQT4,Q5RKV6,Q15024,Q96B26,Q06265
790;DDB complex;Q16531,Q92466
793;SNARE complex VAMP2	 SNAP25	 STX1a	 CPLX1;O14810,P60880,Q16623,P63027
794;SNARE complex VAMP2	 SNAP25	 STX1a	 CPLX2;Q6PUV4,P60880,Q16623,P63027
797;SNARE complex STX11	 VAMP2	 SNAP23;O00161,O75558,P63027
798;NuA4/Tip60-HAT complex A;O96019,Q9H0E9,Q9HAF1,Q9NPF5,Q96L91,Q9H2F5,Q52LR7,Q92993,Q9NXR8,Q9UBU8,Q9NV56,Q9Y265,Q9Y230,Q9Y4A5,O95619
799;DMAP1-associated complex;O96019,Q9H0E9,Q9NPF5,Q96L91,Q9H2F5,Q9Y265,Q9Y230,Q6ZRS2,Q9Y4A5,Q15906
801;SNARE complex STX2	 SNAP23;O00161,P32856
803;BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I;O96019,O14497,Q92769,O14744,Q96ST3,P51532,Q12824,Q92922,Q8TAQ2,Q96GM5,Q969G3
805;SNARE complex STX4	 SNAP23;O00161,Q12846
806;BRM-SIN3A-HDAC complex;O96019,O14497,Q92769,O14744,Q96ST3,P51531,Q12824,Q92922,Q8TAQ2,Q96GM5,Q92925,Q969G3
807;BRG1-associated complex;O96019,O14497,O14744,P51532,Q12824,Q92922,Q8TAQ2,Q96GM5,Q969G3
808;BRM-associated complex;O96019,O14497,O14744,P51531,Q12824,Q92922,Q8TAQ2,Q96GM5,Q92925,Q969G3
809;eRF1-eRF3-GTP-Mg2+ complex;P62495,P15170,Q8IYD1
810;FCP1-associated protein complex;Q9Y5B0,P84090,P35269,P30876,O14744,Q15208,Q9BQA1
811;FCP1-associated protein complex;Q9Y5B0,P84090,P35269,P30876,O14744,Q15208,Q9BQA1
812;Upf complex UPF1	 UPF2	 UPF3a;Q92900,Q9HAU5,Q9H1J1
813;Upf complex UPF1	 UPF2	 UPF3b;Q92900,Q9HAU5,Q9BZI7
814;Postsplicing complex;Q9UBU9,Q9Y5S9,Q15287,Q92900,Q9HAU5,Q9H1J1,Q9BZI7
815;MRIP-MBS-RHOA complex;Q6WCQ1,O14974,P61586
816;MRIP-RHOA complex;Q6WCQ1,P61586
817;MRIP-MBS complex;Q6WCQ1,O14974
819;20S methylosome-SmD complex;P54105,O14744,P62314,P62318
820;SNARE complex STX6	 SNAP23;O00161,O43752
822;mRNA decay complex UPF1	 UPF2	 UPF3B	 DCP2	 XRN1	 XRN2	 EXOSC2	 EXOSC4	 EXOSC10	 PARN;Q8IU60,Q01780,Q13868,Q9NPD3,O95453,Q92900,Q9HAU5,Q9BZI7,Q8IZH2,Q9H0D6
824;Anti-SMN protein complex;Q9UHI6,P57678,O14893,Q16637,P14678
825;JBP1-pICln complex;P54105,O14744,P14678
826;PAR-3-VE-cadherin-beta-catenin complex;P33151,P35222,Q8TEW0
827;NgR-TROY-LINGO1 complex;Q96FE5,Q9BZR6,Q9NS68
828;TRPC1-STIM1-ORAI1 complex;Q9UQB3,Q96D31,P48995
829;PAR-6-VE-cadherin complex	 endothelial;P33151,Q9NPB6,Q9BYG4
831;PAR-6-PAR-3-VE-cadherin complex	 endothelial;P33151,Q8TEW0,Q9NPB6,Q9BYG4
832;Anti-Sm protein complex;P54105,Q9UHI6,P57678,O14744,O14893,Q16637,P14678
833;6S methyltransferase complex;P54105,P62314,P62318
834;20S methylosome and RG-containing Sm protein complex;P54105,O14744,P14678,P62314,P62316,P62318
835;6S methyltransferase and RG-containing Sm proteins complex;P54105,P14678,P62314,P62316,P62318,P62304,P62306,P62308
836;20S methyltransferase core complex;P54105,O14744
837;20S methyltransferase complex;P54105,O14744,Q9BQA1
839;LIN9-BMYB complex;Q5TKA1,P10244
845;PCI-PSA-SCG2 complex;P07288,P13521,P05154
846;RICH1/AMOT polarity complex	 Flag-Rich1 precipitated;Q4VCS5,Q68EM7,P47756,Q9Y5K6,Q8NI35,Q8N3R9,Q96B97,P52907,P47755
847;RICH1-PAR3-aPKC polarity complex;Q68EM7,Q8TEW0,P41743
848;RICH1/AMOT polarity complex	 Flag-Amot precipitated;Q4VCS5,Q8IY63,Q9Y2J4,Q68EM7,Q8NI35,O75970,Q8N3R9,Q5T2T1
860;DNMT1-G9a-PCNA complex;P26358,Q96KQ7,P12004
862;DNMT1-G9a complex;P26358,Q96KQ7
867;TRAP-SMCC mediator complex;Q15648,Q9P086,Q9NVC6,Q9BUE0,Q15528,Q71SY5,Q9NX70,Q9NPJ6,Q96G25,A0JLT2
871;BRAF53-BRCA2 complex;O60341,P51587,Q13547,Q92769,Q9P0W2,Q96BD5,Q9UKL0
873;SNARE complex STX1A	 SNAP29;O95721,Q16623
874;SNARE complex VAMP3	 VAMP4	 VAMP8	 STX6;O43752,Q15836,O75379,Q9BV40
875;SNARE complex VAMP3	 VAMP4	 STX16;O14662,Q15836,O75379
876;SNARE complex VAMP3	 STX6	 VTI1A;O43752,Q15836,Q96AJ9
877;SNARE complex VAMP4	 STX6	 STX16	 VTI1a	 VTI1b;O14662,O43752,O75379,Q96AJ9,Q9UEU0
879;PRKAC-AKAP5-ADRB1 complex;P08588,P24588,P17612,P22694,P22612
