Complex_id;Complex_name;subunits__UniProt_IDs
3047;Parvulin-associated pre-rRNP complex;P97452,Q9JJ80,P21127,P53569,Q8K363,Q9JIK5,Q9ESV0,Q921N6,Q61656,Q9D0R4,O43143,Q9D903,Q9D8N0,P35550,P11276,Q9DBE9,O95995,Q99LH1,Q99ME9,Q91VE6,Q9BWT6,Q9D0I8,Q7TPV4,P09405,Q922K7,Q6DFW4,Q9D6Z1,Q9EQ61,Q9Y237,Q9NW13,P27635,P62906,P47963,P19253,Q9CR57,Q9CZM2,P35980,P62717,P84099,O09167,P61255,P27659,Q9D8E6,P47962,P47911,P14148,P12970,P62918,P14869,P62908,P97351,P62702,P62754,P62242,P46781,P56183,Q9CYH6,O76021,Q9ULW0,P68363,P99024,Q9JJA4
3049;Mad-Max-mSin3a complex;P28574,P50538,Q60520
3050;Mad-Max-mSin3B complex;P28574,P50538,Q62141
3068;Fertilin complex Adam1a	 Adam2;Q60813,Q60718
3072;CCT complex chaperonin containing TCP1 complex	 testis specific;P11983,P80314,P80318,P80315,P80316,Q61390,P80313,P42932
3094;Metaxin complex;P47802,O88441
3100;Yy1-Ppargc1a complex;O70343,Q00899
3101;Yy1-Ppargc1a-Frap1 complex;Q9JLN9,O70343,Q00899
3114;Itgax-Itgb2-Icam4 complex;Q9ERM2,Q9QXH4,P11835
3116;Rab27a-melanophilin-myosin-Va complex;Q91V27,Q99104,Q9ERI2
3119;Kif17-Lin10-Lin2-Lin7-NR2B complex;O70589,Q6PER2,Q01097,Q99PW8,Q8JZS0,O88951
3130;Tle3-Aes complex;P63002,Q08122
3143;Sos1-Abi1-Eps8 complex;Q8CBW3,Q08509,Q62245
3152;Notch1N-TM-Notch1N-EC heterodimer complex;Q01705
3169;Daxx-Axin complex;O35625,O35613
3171;GluR6a-GluR6b-KA2 complex;P39087,Q61626
3178;Frs2-Shp2 complex	 FGF stimulated;Q8C180,P35235
3179;Grb2-Shp2 complex	 FGF stimulated;Q60631,P35235
3180;Shp2-Sos complex	 FGF stimulated;P35235,Q62245
3192;G protein complex Hdac4	 Gnb1	 Gng2;P62874,P63213,Q6NZM9
3193;G protein complex Hdac5	 Gnb1	 Gng2;P62874,P63213,Q9Z2V6
3195;G protein complex Btk	 Gng2	 Gnb1;P35991,P62874,P63213
3201;Ship-Shc complex	 IL-3 stimulated;Q9ES52,P98083
3202;Il3rb1-Shc-Ship complex	 IL-3 stimulated;P26955,Q9ES52,P98083
3203;Shc-Ship-Grb2 complex	 IL-3 stimulated;Q60631,Q9ES52,P98083
3212;Pax7-HMT complex;Q91X20,P47239,O08550,P61965
3218;MAML2-RBP-Jkappa-Notch3 complex;Q7TPU6,Q61982,P31266
3222;MAML3-RBP-Jkappa-Notch3 complex;Q69Z97,Q61982,P31266
3226;Cd74-Cd44 receptor complex;P15379,P04441
3230;Heterodimer complex Cdk9	 Il6st;Q99J95,Q00560
3235;PTF1 complex Ptf1a	 Tcf12	 Rbpj;Q9QX98,P31266,Q61286
3289;Ng2-Grip1-Glur2 complex;Q8VHY0,P23819,Q925T6
3457;B23-NPM3 complex;Q61937,Q9CPP0
3489;Klf5-Pias1 complex;Q9Z0Z7,O88907
3539;Limd1-p62-Traf6-Prkcz complex;Q9QXD8,Q02956,Q64337,P70196
3553;Traf6-p62-aPKC complex	 RANK-L stimulated;Q62074,Q64337,P70196
3558;Fgf2-Ck2 complex;P67871,P15655
3559;Fgf2-Ck2 complex;P67871,P15655
3563;Fgf2-Rsk2 complex;P15655,P18654
3569;Angiomotin isoform p80-Angiostatin complex;Q8VHG2,P20918
3712;Smad2-Smad4 complex;Q62432,P97471
3713;Smad3-Smad4 complex;Q8BUN5,P97471
3715;Pericentrin-GCP complex;P48725,Q921G8,P58854
3741;Slp5-Rab27A complex;Q9ERI2,Q80T23
3837;SP1-E2F1 complex;Q61501,O89090
3867;Xin-Cdh2-Ctnnb1-Ctnnd1 complex;P15116,Q02248,P30999,O70373
3882;Abcg5-Abcg8 complex;Q99PE8,Q9DBM0
3883;Abcg5-Abcg1 complex;Q64343,Q99PE8
3884;Abcg5-Abcg2 complex;Q7TMS5,Q99PE8
3886;Abcg5-Abcg4 complex;Q91WA9,Q99PE8
3888;Abcg8-Abcg4 complex;Q91WA9,Q9DBM0
3943;MondoA-Mlx complex;O08609,Q3UPW8
3952;Mlx-Mad1 complex;O08609,P50538
4055;Axin-Dvl-Gsk complex;O35625,P51141,Q9WV60
4056;Axin-Dvl-Gsk-Frat1 complex;O35625,P51141,P70339,Q9WV60
5003;p97/VCP homohexamer complex;Q01853
5115;TripBr1-Dp1-E2F1 complex;Q61501,Q9JL10,Q08639
5116;TripBr2-Dp1-E2F1 complex;Q61501,Q9JJG5,Q08639
5119;p19-Cdk4 complex;P30285,Q60773
5120;p19-Cdk6 complex;Q64261,Q60773
5127;p18-Cdk4 complex;P30285,Q60772
5128;p18-Cdk6 complex;Q64261,Q60772
5142;DCS complex Ptbp1	 Ptbp2	 Hnrph1	 Hnrpf;Q9Z2X1,O35737,P17225,Q91Z31
5145;p19-Cdk4-cyclinD2 complex;P30280,P30285,Q60773
5172;Sh3kbp1-Cblb-Egfr complex;Q3TTA7,Q01279,Q8R550
5173;Sh3kbp1-Cblb-Pdgfrb complex;Q3TTA7,P05622,Q8R550
5174;Smarcb1/Ini1-Smarca2-Mecp2 complex;Q9Z2D6,Q99KH6,Q9Z0H3
5175;SWI/SNF-related complex;P70288,Q9Z2D6,Q60520,Q3UX55,Q9Z0H3,P97496,O54941
5185;SWI/SNF chromatin-remodeling complex Mecp2	 Smarc;P70288,Q9Z2D6,Q60520,Q3UX55,Q9Z0H3,O54941
5192;Tiam1-Efnb1-Epha2 complex;P52795,Q03145,Q60610
5227;p14-Mp1-Erk1/2 complex;O88653,Q9JHS3,P63085,Q63844
5237;c-Myc-Max-Arf complex;Q64364,P28574,P01108
5252;Htt-Dctn1-Hap1 complex;O08788,O35668,P42859
5271;Kif3-cadherin-catenin complex;P15116,Q02248,P30999,Q61771,P70188
5291;Cd3e-Nck1-Mink1 complex;P22646,Q9JM52,Q8BMV0
5292;Ets2-Ini1-Smarce1-Smarca4 complex;P15037,O35845,Q9Z0H3,O54941
5295;Cd247 homodimer complex;P24161
5296;Cd3e homodimer complex;P22646
5302;Rab3a-Rims2-Rapgef4 complex;P63011,Q9EQZ6,Q9EQZ7
5308;Rb-NeuroD1-Ngfi-B complex;Q60867,P12813,Q64701
5309;Cd3g-Cd3e complex;P22646,P11942
5310;Cd3d-Cd3g-Cd3e-Cd247 complex;P24161,P04235,P22646,P11942
5311;Cd3g-Cd3e-Cd247-Canx complex;P35564,P24161,P22646,P11942
5321;Cebpa-Smarca2 complex;P53566,O35846
5330;Lef1-Tle1 complex;P27782,Q62440
5333;Lef1-Tle1-Ctnnb1 complex;Q02248,P27782,Q62440
5348;Pik3r5-Pik3cg complex;Q9JHG7,Q5SW28
5358;GTP-Rho-Rhpn1-Ropn1 complex;Q3TN61,Q61085,Q9ESG2
5365;Ripk2-Nod2 complex;Q8K3Z0,P58801
5368;Nfkb1-Rela complex;P25799,Q04207
5402;Cdk5-Cdk5r1-Pctk1 complex;P49615,P61809,Q04735
5404;Myod1-Tcf3 complex;P10085,P15806
5405;Myod1 homodimer complex;P10085
5406;Myod1-Tcf3 complex;P10085,P15806
5435;CycD1-Cdk4 complex;P25322,P30285
5436;Cyclin D1-associated protein complex;P25322,P30285,P39689,P17879
5439;Eya1/3-Dach1/2-Six1 complex;Q62231,Q9QYB2,Q925Q8,P97767,P97480
5447;Grin2a-Lrp8 complex;P35436,Q924X6
5448;Grin2b-Lrp8 complex;Q01097,Q924X6
5452;Foxo4-Srf-Myocd complex;Q9WVH3,Q8VIM5,Q9JM73
5459;Axin2-Ctnnb1-Apc complex;Q61315,O88566,Q02248
5493;Tmsb4x-Lims1-Ilk complex;O55222,Q99JW4,P20065
5524;Bmi1-Mel18-Mph1-M33 polycomb repressor complex;P25916,P30658,P23798,Q64028
5547;Cdc2-Ccnb1 complex;P24860,P11440
5566;Isl1-Jak1-Stat3 complex;P61372,P52332,P42227
5574;Vps29-Vps35-Vps26a complex;P40336,Q9QZ88,Q9EQH3
5578;Sdc2-Ephb2 complex;P54763,P43407
5616;Hsp110-Hsc70-Hsp25 complex;P63017,P14602,Q61699
5627;Cdh23-Myo1c complex;Q99PF4,Q9WTI7
5628;Ask1-Traf6 complex	 LPS induced;O35099,P70196
5682;Retn homotrimer  complex;Q99P87
5693;Tip5-Dnmt-Hdac1 complex;Q91YE5,P13864,O88509,O09106
5705;CyclinA2-Cdk2 complex;P51943,P97377
5706;CyclinB1-Cdc2 complex;P24860,P11440
5725;Mdm2-P53 complex;P51480,P23804,Q9CXW4,P02340
5737;Multicomponent signaling complex	 anti-CD40 stimulated Birc2	 Birc3	 Cd40	 Ikbkg	 Map2k4	 Map2k7	 Map3k1	 Traf2	 Ube2n;Q62210,O08863,P27512,O88522,P47809,Q8CE90,P53349,P39429,P61089
5742;Multicomponent signaling complex	 anti-CD40 stimulated	Birc2	 Birc3	 Cd40	 Ikbkg	 Map3k1	 Traf2	 Ube2n;Q62210,O08863,P27512,O88522,P53349,P39429,P61089
5743;Membrane-associated multicomponent signaling complex	 anti-CD40 stimulated Cd40	 Ikbkg	 Map3k1	 Traf2	 Ube2n;P27512,O88522,P53349,P39429,P61089
5744;Cytosolic multicomponent signaling complex	 anti-CD40 stimulated	 Ikbkg	 Map3k1	 Traf2	 Ube2n;O88522,P53349,P39429,P61089
5791;PlexinA1-PlexinB1 complex;P70206,Q8CJH3
5806;Keap1-Nrf2-Cul3 complex;Q9JLV5,Q9Z2X8,Q60795
5813;tBID-BAK1 complex;O08734,P70444
5814;Tp53-BAK1 complex;O08734,P02340
5815;Quaternary complex Dvl	 Gsk3b	 Frat1	 Axin1;O35625,P51141,P70339,Q9WV60
5821;BAD-BCL2xL complex;Q61337,Q64373
5871;Gamma-secretase complex Aph1a	 Psen1	 Psenen	 Ncstn;Q8BVF7,P57716,P49769,Q9CQR7
5879;Ksr1-PP2A holoenzyme complex Ppp2r1a	 Ppp2r2b	 Ppp2ca	 PDGF stimulated;Q61097,P63330,Q76MZ3,Q6ZWR4
5880;Ksr1-PP2A core enzyme complex Ppp2r1a	 Ppp2ca	 untreated;Q61097,P63330,Q76MZ3
5881;Ksr1-PP2A core enzyme complex Ppp2r1a	 Ppp2ca	 untreated;Q61097,P63330,Q76MZ3
5882;Raf1-PP2A holoenzyme complex Ppp2r1a	 Ppp2r2b	 Ppp2ca	 PDGF stimulated;P63330,Q76MZ3,Q6ZWR4,Q99N57
5883;Raf1-PP2A core enzyme complex Ppp2r1a	 Ppp2ca	 untreated;P63330,Q76MZ3,Q99N57
5886;Ksr1 complex Ksr1	 Mek	 14-3-3	 unstimulated;Q61097,P31938,Q63932,O70456,Q9CQV8,P62259,P61982,P68510,P68254,P63101
5909;Ksr1 complex Ksr1	 Mek	 14-3-3	 Mapk	 EGF stimulated;Q61097,P63085,P31938,Q63932,O70456,Q9CQV8,P62259,P61982,P68510,P68254,P63101
5910;Ksr1-CK2 complex;Q60737,O54833,P67871,Q61097
5936;Ksr1-CK2-MEK-14-3-3 complex	 PDGF treated;Q60737,O54833,P67871,Q61097,P31938,Q63932,Q9CQV8,P62259,P61982,P68510,P68254,P63101
5937;B-Ksr1-MEK-MAPK-14-3-3 complex;Q61097,P63085,P31938,Q63932,Q9CQV8,P62259,P61982,P68510,P68254,P63101
5946;Ksr1-Mek-Braf complex	 EGF induced;P28028,Q61097,P31938,Q63932
5947;Ksr1-Mek-Braf-Erk complex	 EGF induced;P28028,Q61097,P31938,Q63932,P63085,Q63844
5948;p18-p14-Mp1 complex;Q9CQ22,O88653,Q9JHS3
5952;Mp1-p14 scaffolding complex;O88653,Q9JHS3
5960;p65-p50 NfkappaB complex	 Il-1-beta induced;P25799,Q04207
6048;dynein-dynactin complex;O08788,Q99KJ8,O88485
6049;Ncstn-Psen1 complex;P57716,P49769
6062;DISC1-IMMT complex;Q811T9,Q8CAQ8
